artists,track_name,popularity,duration_ms,danceability,energy,loudness,tempo,track_genre
Sarah Téibo;Sigag Lauren;Paola Carla,Belongs to You - EDM Remix,26,187500,0.746,0.828,-6.568,104.974,afrobeat
Timoneki;Silvana Estrada,Mi Gente,25,237613,0.498,0.695,-6.89,175.815,afrobeat
Jorge Drexler,No pienses de más,27,190000,0.706,0.608,-8.304,120.407,afrobeat
Jorge Drexler,Codo Con Codo,27,105438,0.667,0.218,-10.563,113.842,afrobeat
Becca Folkes;Happi,12 Rounds (feat. Happi),25,166373,0.725,0.611,-7.218,101.012,afrobeat
La Misa Negra,Dueña de Mi,25,183213,0.587,0.686,-5.113,183.938,afrobeat
Jor'dan Armstrong,GRACE,27,255761,0.681,0.579,-6.141,120.037,afrobeat
Thiago França,Cumbia Cumbia,25,207307,0.893,0.728,-7.742,94.067,afrobeat
Money Chicha,Quieren Efectos,24,167217,0.553,0.773,-6.446,96.617,afrobeat
Criolo,Lá Vem Você,26,220320,0.784,0.597,-6.307,81.984,afrobeat
Breakestra,Show & Prove,26,177453,0.668,0.874,-2.771,107.346,afrobeat
Metá Metá,Tristeza Não,27,134008,0.719,0.202,-9.86,75.073,afrobeat
Criolo,Nas Águas,24,235560,0.756,0.652,-5.466,115.83,afrobeat
Criolo,Menino Mimado,25,227640,0.827,0.603,-5.248,144.001,afrobeat
Africania,Oxalá Babá,26,193893,0.893,0.671,-8.777,99.998,afrobeat
Samuca e a Selva,Vem,24,73293,0.596,0.358,-13.075,81.112,afrobeat
Jorge Drexler,Gracias - Cara B,26,228413,0.707,0.283,-16.795,79.771,afrobeat
Jorge Drexler,Durante,27,197506,0.608,0.706,-10.1,177.914,afrobeat
Los Amigos Invisibles,Dame el Mambo,28,268580,0.738,0.868,-5.411,119.988,afrobeat
Juanafé,Venga Mi Vida,26,311453,0.698,0.542,-5.923,88.058,afrobeat
Afrocidade,Eu Vou no Gueto,26,234626,0.762,0.902,-4.341,133.984,afrobeat
Los Amigos Invisibles;Superthriller,Give us your money (feat. Superthriller),27,258104,0.776,0.793,-7.276,112.003,afrobeat
Los Amigos Invisibles,No Es Fácil Amar,29,249520,0.732,0.825,-7.509,117.893,afrobeat
Abayomy Afrobeat Orquestra,Abra Sua Cabeça,25,387165,0.695,0.895,-8.202,120.069,afrobeat
Jorge Drexler,Corazón de cristal,27,253293,0.686,0.212,-16.961,134.12,afrobeat
Calle 13,Intro Crónica De Un Nacimiento,27,95733,0.443,0.453,-9.763,93.877,afrobeat
Los Amigos Invisibles,Viajero Frecuente del Amor,28,252106,0.609,0.92,-4.989,133.924,afrobeat
Newen Afrobeat,Open Your Eyes,25,479053,0.802,0.702,-7.722,113.073,afrobeat
The Budos Band,Magus Mountain,27,319026,0.486,0.803,-6.157,105.904,afrobeat
BaianaSystem;Bule Bule,Vixe,26,66706,0.474,0.625,-6.241,108.396,afrobeat
BaianaSystem;Tonho Matéria,Catraca,28,126120,0.742,0.939,-4.784,154.955,afrobeat
BaianaSystem;Claudia Manzo,Capucha,28,174680,0.736,0.938,-4.176,104.981,afrobeat
Plastilina Mosh,I´ve Got That Milton Pacheco Kinda Feeling - Melancolic Mix,28,262480,0.555,0.665,-10.47,178.064,afrobeat
Plastilina Mosh,Monster Truck,28,258160,0.583,0.932,-7.734,96.899,afrobeat
BaianaSystem;Céu,O Que Não Me Destrói Me Fortalece,27,232773,0.737,0.571,-6.756,119.054,afrobeat
Jorge Drexler,Camino a La Paloma,25,175866,0.778,0.243,-15.168,166.027,afrobeat
Jorge Drexler,Madre Tierra,26,210266,0.594,0.305,-12.028,166.7,afrobeat
Jackie Mittoo,Killer Diller,27,167493,0.591,0.748,-7.136,127.636,afrobeat
Los Amigos Invisibles,Invisible Love,29,274346,0.731,0.747,-6.612,125.98,afrobeat
Prinx Emmanuel;Grace Lokwa,Kumama Papa - Tiktok refix version,44,124840,0.631,0.502,-10.195,156.183,afrobeat
Cymande,Dove,48,655440,0.439,0.475,-12.559,111.717,afrobeat
Menahan Street Band,The Traitor,55,162266,0.628,0.585,-8.036,100.95,afrobeat
Monophonics;Kelly Finnigan,Last One Standing,53,436840,0.588,0.576,-6.945,129.155,afrobeat
Jorge Drexler,Tu piel,24,203000,0.868,0.367,-13.304,130.038,afrobeat
Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,Segura,23,238293,0.538,0.533,-12.113,74.973,afrobeat
Criolo,Espiral de Ilusão,24,220800,0.772,0.33,-9.51,124.041,afrobeat
Jor'dan Armstrong,Tomorrow,24,237584,0.547,0.627,-7.311,174.967,afrobeat
Breakestra;Choklate,Take My Time,25,300973,0.641,0.884,-5.472,104.962,afrobeat
Jor'dan Armstrong,SHE,25,224000,0.704,0.692,-6.2,92.527,afrobeat
Jorge Drexler,Vaivén,25,175026,0.561,0.346,-17.938,112.232,afrobeat
QUITAPENAS,Papaya,22,201116,0.568,0.901,-5.337,78.567,afrobeat
Morbo y Mambo,Rogers Nelson,25,322700,0.683,0.536,-8.362,83.986,afrobeat
Los Amigos Invisibles,Cool Love 3,25,37702,0.549,0.489,-13.621,77.593,afrobeat
Calle 13,Esto Con Eso,25,250080,0.659,0.74,-6.524,190.001,afrobeat
The Bongo Hop;Dafuniks,The Red Hill,24,166866,0.776,0.788,-7.785,99.91,afrobeat
La Cumbia Chicharra;Emilie Rambaud,Mapalé,23,261240,0.595,0.633,-9.633,146.919,afrobeat
Fela Kuti,Water No Get Enemy,48,591693,0.641,0.926,-7.718,90.934,afrobeat
Cymande,Brothers On The Slide,56,251400,0.815,0.602,-10.192,109.704,afrobeat
Jor'dan Armstrong,Clout,25,217674,0.699,0.62,-4.885,158.04,afrobeat
Los Amigos Invisibles,Llegaste Tarde,26,416040,0.49,0.82,-7.138,102.572,afrobeat
Calle 13,Tal Para Cual,27,227826,0.726,0.871,-4.826,175.999,afrobeat
Orgone,Duck and Cover,25,169800,0.786,0.729,-8.323,100.995,afrobeat
Jorge Drexler,Una canción me trajo hasta aquí,26,198773,0.669,0.843,-5.726,131.461,afrobeat
La Misa Negra,Cumbia Milagrosa,23,203646,0.525,0.424,-9.356,203.01,afrobeat
Afrocidade,Direto de Camaçacity,25,173071,0.821,0.779,-4.283,105.003,afrobeat
Samuca e a Selva,Feitiço,24,262731,0.868,0.793,-3.828,121.977,afrobeat
Grupo Fantasma,Arroz Con Frijoles,24,241520,0.382,0.931,-7.296,105.214,afrobeat
Jorge Drexler,Disneylandia - Cara B,25,285880,0.575,0.295,-19.252,79.991,afrobeat
Calle 13,Los De Atrás Vienen Conmigo,26,216093,0.641,0.66,-5.595,169.881,afrobeat
Juanafé,El Volcán,25,174102,0.715,0.897,-4.822,96.891,afrobeat
The Bongo Hop;Maikcel,Pa' Congo,24,221406,0.723,0.951,-5.076,110.076,afrobeat
The Budos Band,Black Hills,24,268333,0.44,0.728,-5.895,136.243,afrobeat
Samuca e a Selva,Feitiço,24,262425,0.869,0.797,-4.455,121.996,afrobeat
Juanafé;La Flor del Recuerdo,Mi Último Fracaso,23,265086,0.457,0.332,-10.365,164.096,afrobeat
William Onyeabor,Beautiful Baby,24,505973,0.852,0.442,-9.292,107.426,afrobeat
Juanafé;Carmen Lienqueo,Canto para Siempre,24,319077,0.43,0.829,-9.146,141.277,afrobeat
Los Amigos Invisibles,Es la Verdad,26,305693,0.623,0.952,-7.348,108.004,afrobeat
Lack Of Afro;Wax;Herbal T,International,25,272466,0.659,0.736,-8.119,96.971,afrobeat
Mandrill,Can You Get It,23,428853,0.854,0.928,-7.29,122.487,afrobeat
Metá Metá,Orunmilá,25,243617,0.623,0.66,-5.582,106.887,afrobeat
Samuca e a Selva;Illy,Lambe-Lambe,23,205511,0.646,0.701,-6.938,172.055,afrobeat
Juanafé,Afrorumbachilenera,25,279376,0.588,0.745,-5.754,95.071,afrobeat
The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,Meet You In The Sunshine,26,364053,0.579,0.833,-9.369,95.838,afrobeat
BaianaSystem;Makavelli;Jay Mitta,Nauliza,26,220613,0.618,0.942,-4.511,170.005,afrobeat
Orquestra Brasileira de Música Jamaicana,País Tropical,24,209066,0.816,0.77,-5.94,127.971,afrobeat
Plastilina Mosh,Banano´s Bar,27,348826,0.605,0.842,-9.482,116.151,afrobeat
Los Amigos Invisibles;Kinky,Anestesiada (feat. Kinky),26,224586,0.736,0.951,-3.983,116.001,afrobeat
Jorge Drexler,Memoria del cuero,25,304440,0.674,0.869,-9.837,117.999,afrobeat
Los Amigos Invisibles;Los Auténticos Decadentes,Aquí Nadie Esta Sano (feat. Los Auténticos Decadentes),27,226613,0.768,0.91,-2.398,123.023,afrobeat
BaianaSystem;Tropkillaz,Saci (Remix),42,183779,0.974,0.922,-3.983,127.989,afrobeat
Calle 13,Muerte En Hawaii,71,189866,0.675,0.588,-7.168,79.989,afrobeat
The Bamboos,Hard Up,12,255227,0.782,0.922,-4.028,104.015,afrobeat
Kutiman;Doctor Flake,Maasai - Doctor Flake Remix,43,470837,0.648,0.874,-5.851,101.994,afrobeat
William Onyeabor,Fantastic Man,45,386160,0.7,0.756,-10.714,114.28,afrobeat
Menahan Street Band;Saundra Williams,There's a New Day Coming,55,143120,0.382,0.507,-8.179,135.787,afrobeat
TJ Cream;Ozoro,Sticks & Stones,23,159008,0.678,0.634,-6.606,159.682,afrobeat
Manu Dibango,Soul Makossa,49,264306,0.831,0.835,-3.768,114.997,afrobeat
Thiago França,Raggaxixe,23,146813,0.72,0.73,-6.385,93.414,afrobeat
Sarah Téibo,Lead the Way,22,240680,0.729,0.807,-5.803,98.969,afrobeat
Thiago França,Um samba pra John Coltrane,23,100146,0.701,0.715,-7.829,139.733,afrobeat
Nathanael,24-Jul,23,173871,0.337,0.623,-5.735,56.499,afrobeat
Voilaaa;Pat Kalla,Pour la vie,22,286876,0.863,0.687,-9.997,133.901,afrobeat
Big Ty;Markis,Le king m'a validé,22,237599,0.662,0.93,-7.483,125.014,afrobeat
The Poets Of Rhythm,More Mess on My Thing,57,252000,0.542,0.869,-6.18,190.509,afrobeat
Mulatu Astatke,Yègellé Tezeta,51,194293,0.839,0.233,-13.539,125.597,afrobeat
Timoneki,Mictlán,23,276970,0.518,0.649,-7.188,180.202,afrobeat
Sarah Téibo;Fred Hammond,Like a Child - Remix,23,186648,0.711,0.811,-5.59,100.065,afrobeat
Morbo y Mambo;Andres Nusser,Plan de Vuelo,22,211500,0.647,0.688,-8.47,123.996,afrobeat
Voilaaa;Hawa;Fouley Badiaga,Vampires,21,301259,0.879,0.731,-9.609,119.997,afrobeat
Los Amigos Invisibles,Si Estuvieras Aquí,25,251413,0.693,0.569,-9.466,130.011,afrobeat
Afrocidade,Vivão (vinheta),22,69942,0.483,0.887,-8.489,74.325,afrobeat
QUITAPENAS,Guayabo,21,181655,0.589,0.827,-6.01,117.74,afrobeat
Son Palenque;Cerrero;El León Pardo,Adiós Batata - Cerrero Dub Mix,24,407295,0.625,0.703,-5.571,114.113,afrobeat
The Bamboos;Washington,The Wilhelm Scream,23,268040,0.566,0.621,-5.62,150.033,afrobeat
Ikebe Shakedown,Tujunga,22,201013,0.683,0.83,-5.994,127.237,afrobeat
Nosa,Why You Love Me,0,216071,0.503,0.886,-5.085,133.931,afrobeat
The Mighty Imperials,Cold Sweat,23,321160,0.537,0.619,-11.404,119.222,afrobeat
The Poets Of Rhythm,Ham Gallery,23,201400,0.781,0.848,-9.61,109.49,afrobeat
Jorge Drexler,Cerca del mar,23,222040,0.749,0.391,-16.177,96.035,afrobeat
Metá Metá,Oya,23,323291,0.44,0.742,-5.234,129.169,afrobeat
Criolo,Hora da Decisão,22,248520,0.742,0.577,-6.253,144.011,afrobeat
The Bongo Hop;Nidia Gongora,La Carga,22,361160,0.738,0.709,-6.431,104.987,afrobeat
Criolo,Filha do Maneco,22,105360,0.666,0.528,-6.618,133.916,afrobeat
Voilaaa;Pat Kalla,Water No Get Enemy,22,302341,0.886,0.646,-11.349,125.007,afrobeat
Mandrill,Lord Of The Golden Baboon,23,214306,0.571,0.845,-6.674,128.627,afrobeat
Criolo,Calçada,22,206760,0.815,0.768,-5.136,111.077,afrobeat
BaianaSystem,Barbatana,24,142226,0.558,0.778,-6.747,131.049,afrobeat
Plastilina Mosh,Kinkinzazo,25,206093,0.688,0.948,-4.961,126.703,afrobeat
Juanafé,Chinchín,23,237180,0.665,0.792,-4.255,121.831,afrobeat
Jorge Drexler,Club Tonight - Cara B,23,271080,0.677,0.268,-20.8,151.64,afrobeat
Los Amigos Invisibles,Plastic Woman,25,205520,0.875,0.684,-6.257,115.031,afrobeat
Orquestra Brasileira de Música Jamaicana,Take 5 - Ao Vivo Na Casa De Francisca,23,431640,0.734,0.444,-10.782,136.305,afrobeat
Abayomy Afrobeat Orquestra;Otto,Mundo Sem Memória,20,256000,0.697,0.878,-7.686,102.012,afrobeat
Wganda Kenya,El Lobo,23,182493,0.528,0.862,-7.348,110.192,afrobeat
Samuca e a Selva,Afobado Peito Altivo,22,361001,0.424,0.754,-6.66,100.955,afrobeat
BaianaSystem;Thiago França,Reza Frevo,22,96524,0.454,0.98,-7.526,161.12,afrobeat
BaianaSystem,Monopólio,25,197600,0.532,0.93,-5.064,169.997,afrobeat
Mandrill,Can You Get It,7,427160,0.858,0.912,-8.237,122.496,afrobeat
Jorge Drexler,El sur del sur,23,225933,0.695,0.385,-12.691,120.149,afrobeat
Limoblaze;Ada Ehi,Okay,40,155468,0.787,0.751,-5.288,105.003,afrobeat
Osibisa,Dance the Body Music,27,229480,0.731,0.831,-7.615,120.919,afrobeat
Nero X,Yawa Dey,38,260220,0.858,0.634,-5.085,105.018,afrobeat
Ikebe Shakedown,Road Song,51,180226,0.63,0.735,-7.682,106.589,afrobeat
TJ Cream;Marko,"Hard Talk, Pt. 2",21,131395,0.71,0.615,-7.143,95,afrobeat
Angeloh;S.O,I Do It,21,255122,0.699,0.493,-8.809,140.029,afrobeat
Lijadu Sisters,Come on Home,45,318785,0.537,0.501,-11.22,93.849,afrobeat
Ali Farka Touré;Toumani Diabaté,Monsieur le Maire de Niafunké,12,238906,0.589,0.427,-13.527,99.648,afrobeat
Mulatu Astatke,Tezeta,49,368539,0.549,0.254,-14.48,81.484,afrobeat
Ali Farka Touré,Soukora (with Ry Cooder),12,365173,0.431,0.328,-17.312,90.316,afrobeat
Brownout,Brown Wind and Fire,22,181520,0.594,0.614,-10.175,159.94,afrobeat
QUITAPENAS,Valle Moreno,21,219768,0.534,0.847,-8.527,119.205,afrobeat
Jorge Drexler,Silencio,21,207986,0.887,0.568,-10.146,127.923,afrobeat
Abayomy Afrobeat Orquestra;Orlando Julius,Adará,21,267091,0.613,0.9,-8.293,121.032,afrobeat
Jorge Drexler,Tu voyeur,22,266000,0.738,0.355,-15.786,154.019,afrobeat
Speedometer,Happy,22,220000,0.59,0.613,-9.547,147.171,afrobeat
Caê,Incompletos,21,232800,0.753,0.514,-8.159,120.073,afrobeat
Eddie Neblett,Influence of Worship,22,245708,0.536,0.702,-5.748,82.83,afrobeat
Mandrill,Hang Loose,22,288933,0.54,0.797,-10.777,128.291,afrobeat
Voilaaa;Pat Kalla,Tu n'as pas de voiture,21,275433,0.876,0.72,-9.916,132.984,afrobeat
OQuadro;Jorge Du Peixe,Asas,21,192000,0.723,0.636,-10.265,79.958,afrobeat
Menahan Street Band,Ivory and Blue - Reprise,22,65026,0.329,0.84,-9.316,174.761,afrobeat
Nomade Orquestra,Pinga Fogo,21,290693,0.586,0.827,-6.044,167.962,afrobeat
Afrocidade;Luedji Luna,Lua Branca,21,240000,0.81,0.858,-3.704,110.993,afrobeat
São Paulo Ska Jazz;Ken Stewart,Adiós Nonino,22,224281,0.776,0.673,-6.067,141.032,afrobeat
Jorge Drexler,La huella de tu mirada,23,212493,0.651,0.371,-8.62,78.718,afrobeat
Criolo,Não Existe Amor em SP (Instrumental),20,282093,0.76,0.35,-9.481,141.988,afrobeat
Jorge Drexler,Llueve,23,249333,0.4,0.471,-9.494,64.502,afrobeat
Calle 13,Bienvenidos A Mi Mundo,24,237026,0.658,0.715,-7.416,189.895,afrobeat
Jor'dan Armstrong,WILIN',22,249151,0.727,0.517,-6.88,127.932,afrobeat
El Michels Affair,Slide Show,21,136773,0.587,0.716,-7.943,81.689,afrobeat
Jorge Drexler,Lontano lontano - Cara B,22,231493,0.7,0.344,-20.913,89.845,afrobeat
Plastilina Mosh,Aropador,21,240026,0.783,0.506,-14.552,117.147,afrobeat
El Michels Affair,This Song's For You,22,165040,0.542,0.517,-8.13,66.552,afrobeat
The Budos Band,Turn and Burn,22,344840,0.445,0.833,-7.373,116.012,afrobeat
Afrocidade,Até de Manhã,21,168000,0.746,0.83,-4.983,100.015,afrobeat
Juanafé,Maleducao,22,336000,0.764,0.681,-7.947,123.986,afrobeat
Plastilina Mosh,Danny Trejo,25,240200,0.771,0.968,-6.142,93.984,afrobeat
The Budos Band,Deep in the Sand,22,225826,0.471,0.864,-5.079,119.095,afrobeat
Lafayette Afro Rock Band,Avi-Vo - Remastered,21,215322,0.709,0.868,-6.436,118.125,afrobeat
Juanafé,La Dormida,21,156721,0.618,0.491,-9.164,89.827,afrobeat
Criolo,Boca Fofa,21,140280,0.723,0.782,-5.127,167.865,afrobeat
Femi Kuti,Sorry Sorry - Old School Afro Dub,21,444159,0.763,0.871,-8.779,101.199,afrobeat
BaianaSystem,Chapéu Panamá,24,185573,0.823,0.93,-4.663,105.017,afrobeat
Samuca e a Selva,Passeando em Mim,21,202568,0.875,0.722,-5.276,117.997,afrobeat
Metá Metá,Logun,22,478197,0.617,0.868,-7.344,122.883,afrobeat
Mandrill;Michael Masser,Ali Bombaye (Zaire Chant) I,21,223226,0.528,0.967,-8.212,128.446,afrobeat
Los Amigos Invisibles;Oscar D'León,Sabrina (feat. Oscar D'León),23,262040,0.458,0.885,-4.31,195.646,afrobeat
Plastilina Mosh,Aquamosh,24,236706,0.704,0.728,-10.712,92.228,afrobeat
BaianaSystem,Criado Mudou,23,127960,0.549,0.704,-7.025,133.986,afrobeat
Limoblaze;Marizu,For Me,43,194063,0.728,0.719,-4.201,107.95,afrobeat
ATR;Luedji Luna,Batom,21,223092,0.656,0.508,-10.105,194.015,afrobeat
Orchestra Baobab,Utrus Horas,10,523453,0.725,0.266,-15.384,86.727,afrobeat
ST-Saint;Mark Asari;Reblah;678NATH;Raptist & Marko;Leslie Skye;Zelijah & Konola;Gtay;Nizzy Nath;JL Poleon,Ring the Alarm,20,375095,0.643,0.787,-5.843,140.279,afrobeat
Angeloh,Fill My Cup,20,259660,0.615,0.704,-7.582,100.019,afrobeat
A Mose;TBabz,Authentic,20,153103,0.788,0.499,-9.061,97.977,afrobeat
Voilaaa;Sir Jean,Spies Are Watching Me,48,432963,0.892,0.708,-9.041,127.002,afrobeat
Les Mamans du Congo;RROBIN;João Selva,Mbila - João Selva Remix,20,242355,0.821,0.769,-9.618,123.904,afrobeat
Ocote Soul Sounds,Contra el Sol,20,96733,0.664,0.854,-10.352,107.855,afrobeat
Oba Reengy;Yoski,Rejoice,20,175072,0.55,0.557,-6.875,111.383,afrobeat
Romperayo,Que Tumba,20,196421,0.714,0.613,-10.434,93.969,afrobeat
Calle 13,Uiyi Guaye,22,305440,0.734,0.783,-7.379,183.918,afrobeat
Orquestra Voadora,Pernas Voadoras,21,172695,0.655,0.62,-7.736,97.513,afrobeat
Limoblaze;Ada Betsabe;Principal,Blow My Mind - Spanish Remix,20,187547,0.709,0.594,-5.642,189.916,afrobeat
Morbo y Mambo,blanco nigeria,20,188920,0.615,0.694,-10.525,135.861,afrobeat
Sarah Téibo;Tneek,Safe in You,21,232240,0.5,0.778,-5.025,75.145,afrobeat
Star Feminine Band,Le mariage forcé,21,162652,0.716,0.752,-6.036,118.591,afrobeat
Rehmahz;Asha Elia,Comfort Me,20,146311,0.804,0.625,-7.852,99.914,afrobeat
Victor Rice,Tema,21,155479,0.634,0.664,-7.014,130.962,afrobeat
The Souljazz Orchestra,Agoya,20,306733,0.739,0.88,-5.531,115.967,afrobeat
Ondatrópica,Boga Canoero,22,262586,0.648,0.68,-9.002,115.9,afrobeat
Thee Commons,Juaneco Y La Negra,20,297665,0.343,0.886,-3.107,192.492,afrobeat
The Budos Band,Shattered Winds,22,160800,0.447,0.826,-6.556,105.475,afrobeat
BaianaSystem;Tonho Matéria,Catraca,22,125306,0.745,0.93,-4.826,154.929,afrobeat
Kiko Dinucci e Bando Afro Macarrônico,Engasga Gato,20,161000,0.799,0.606,-10.782,114.941,afrobeat
Jorge Drexler,La luna de espejos,21,221893,0.712,0.225,-10.017,87.52,afrobeat
Gyedu-Blay Ambolley,Simigwa-Do,20,258120,0.805,0.812,-5.43,122.003,afrobeat
The Souljazz Orchestra,Is yeelyel,20,247533,0.843,0.805,-7.029,116.002,afrobeat
Samuca e a Selva;Onã,Haja Axé,20,283645,0.701,0.722,-7.221,179.938,afrobeat
The New Mastersounds;Eddie Roberts,Could've Been So Good,23,257071,0.589,0.675,-9.321,119.792,afrobeat
Breakestra,Get It Right,21,192013,0.743,0.962,-3.922,108.602,afrobeat
Plastilina Mosh,Aló,24,246960,0.76,0.662,-8.879,142.012,afrobeat
Newen Afrobeat,Curiche,20,369226,0.79,0.711,-8.014,110.063,afrobeat
William Onyeabor,Shame,20,350640,0.829,0.448,-9.673,103.306,afrobeat
Criolo,Cria de Favela,20,171600,0.695,0.751,-4.966,111.96,afrobeat
The Budos Band,Budos Dirge,22,158760,0.571,0.877,-9.563,120.907,afrobeat
Jackie Mittoo,Freak Out,22,136000,0.715,0.635,-9.616,79.255,afrobeat
Jor'dan Armstrong,You Should Know,21,239866,0.393,0.616,-7.564,97.458,afrobeat
Lack Of Afro;Roxie Ray,Closer to Me,22,266200,0.677,0.902,-7.584,111.925,afrobeat
The Budos Band,Reppirt Yad,22,177253,0.509,0.511,-11.24,116.851,afrobeat
Newen Afrobeat,Polvo de Inti,20,300760,0.553,0.847,-5.1,159.896,afrobeat
Plastilina Mosh,Mr. P-Mosh,23,257640,0.791,0.642,-8.502,94.585,afrobeat
Jor'dan Armstrong,Count It,21,177738,0.517,0.858,-5.168,100.04,afrobeat
Plastilina Mosh,El Sirenito,23,235186,0.671,0.898,-6.861,92.953,afrobeat
Jorge Drexler,La aparecida,22,276906,0.539,0.372,-8.864,147.078,afrobeat
Ebo Taylor,Mizin,22,312419,0.808,0.841,-5.99,106.477,afrobeat
Calle 13,Pa'l Norte - Beauty Brain Remix,23,266432,0.791,0.835,-6.807,140.027,afrobeat
Jackie Mittoo,Reggae Rock,22,117733,0.752,0.451,-9.922,81.468,afrobeat
Juanafé,El Que Te Quiere Te Quiere,21,211576,0.722,0.904,-5.661,93.94,afrobeat
Metá Metá,Ora Iê Iê O,21,152372,0.682,0.815,-7.55,106.068,afrobeat
Jorge Drexler,Todo se transforma,63,217146,0.761,0.488,-7.326,100.024,afrobeat
El Michels Affair,Villa,48,165735,0.503,0.733,-7.272,167.935,afrobeat
Osibisa,Ojah Awake,9,296093,0.581,0.709,-13.307,132.096,afrobeat
Greyboy;Nino Moschella,Love,53,216080,0.851,0.414,-8.518,102.807,afrobeat
Rex Williams,You Are My Heart,46,193000,0.675,0.681,-7.458,97.442,afrobeat
Akalé Wubé;Manu Dibango,Anbessa,49,221720,0.82,0.473,-7.3,120.066,afrobeat
The Budos Band,Old Engine Oil,40,191213,0.366,0.91,-6.157,92.94,afrobeat
Ilover,Amoureux,20,228115,0.703,0.859,-3.991,82.069,afrobeat
Limoblaze;Dj Horphuray,Your Love,42,224208,0.795,0.719,-4.791,110.02,afrobeat
Cymande,Bra,47,306360,0.676,0.769,-10.142,117.733,afrobeat
Sarah Téibo;Jason Nicholson-Porter;Tehillah Daniels,Like a Child,20,246596,0.631,0.703,-6.242,90.066,afrobeat
Morbo y Mambo,Bs80,20,220550,0.484,0.783,-7.923,164.006,afrobeat
Caê,Bim-Bim-Bim,20,195891,0.778,0.76,-6.408,122.108,afrobeat
Ali Farka Touré,Bonde (with Ry Cooder),11,328826,0.514,0.532,-17.026,113.821,afrobeat
Sarah Téibo,Never Leave Me,19,187000,0.723,0.558,-7.514,103.983,afrobeat
Tony Allen,Ikeja Roads,48,160948,0.777,0.598,-13.803,100.007,afrobeat
Orquestra Voadora,Revoar,21,271189,0.413,0.744,-9.798,88.561,afrobeat
TBabz;Naffymar,Original Joy,20,177272,0.79,0.502,-8.194,87.996,afrobeat
Nomade Orquestra,Ginga Ponteiro in Versão,19,320058,0.809,0.677,-4.825,110.001,afrobeat
Jaron Nurse,Tell Somebody Bout Jesus,19,195000,0.668,0.612,-7.168,82.861,afrobeat
Bantunagojeje,Abre-Caminho,19,226095,0.572,0.73,-12.687,129.706,afrobeat
BaianaSystem,Raminho,21,78390,0.548,0.691,-8.069,145.933,afrobeat
The Sound Stylistics,KNUCKLEHEAD,21,333986,0.688,0.897,-5.623,113.784,afrobeat
The Soul Snatchers,Sniffin' & Snatchin',21,215800,0.785,0.862,-7.252,106.052,afrobeat
Vaudou Game,Pas la peine,20,214272,0.82,0.788,-5.81,122.712,afrobeat
Kiko Dinucci e Bando Afro Macarrônico,Santa Bamba,19,208013,0.734,0.463,-9.349,85.988,afrobeat
Breakestra,Posed To Be - Instrumental,21,213666,0.783,0.864,-8.554,104.356,afrobeat
Criolo,Duas de Cinco,20,224880,0.658,0.718,-8.128,80.112,afrobeat
Criolo,Subirusdoistiozin (Instrumental),19,210280,0.787,0.385,-7.672,86.456,afrobeat
Romperayo,Tuntuna Rebajada,20,241375,0.7,0.713,-9.615,83.493,afrobeat
Jorge Drexler,Al Otro Lado Del Río (342 Amazônia ao Vivo no Circo Voador),21,189386,0.705,0.435,-12.185,124.705,afrobeat
Star Feminine Band,Femme africaine,21,224568,0.517,0.834,-6.918,113.778,afrobeat
Lack Of Afro,The Importance of Elsewhere,21,243186,0.795,0.727,-9.737,108.036,afrobeat
Plastilina Mosh,Mjlm,23,240466,0.739,0.854,-3.464,126.39,afrobeat
Samuca e a Selva,Jussara,19,226642,0.806,0.685,-5.217,104.011,afrobeat
The Budos Band,The Proposition,21,172506,0.507,0.905,-7.304,97.327,afrobeat
BaianaSystem,Amendoim Pão de Mel,22,206349,0.648,0.855,-6.381,148.022,afrobeat
Orchestra Baobab,Aduna Diaroul Niawo,21,257906,0.585,0.6,-4.554,85.91,afrobeat
Greatman Takit,Story,20,190546,0.845,0.849,-5.77,106.873,afrobeat
The New Mastersounds;Eddie Roberts,Georgie Famous,22,218106,0.442,0.804,-9.555,150.144,afrobeat
Samuca e a Selva,Reflertar,19,198722,0.663,0.478,-8.649,149.957,afrobeat
Los Amigos Invisibles,Burundanga,22,299400,0.759,0.914,-7.616,109.998,afrobeat
Jorge Drexler,Fractura de escafoides tarsiano derecho - Cara B,21,208026,0.481,0.442,-20.759,151.445,afrobeat
The Budos Band,Mark of the Unnamed,21,239693,0.622,0.797,-8.958,114.822,afrobeat
Euforquestra;Kyle Hollingsworth,Instant Coffee (feat. Kyle Hollingsworth),19,306200,0.717,0.777,-4.229,101.941,afrobeat
The New Mastersounds,You Mess Me Up,22,128973,0.573,0.995,-3.365,98.171,afrobeat
BaianaSystem;BNegão,Systema Fobica,22,394840,0.795,0.63,-9.01,93.006,afrobeat
Orquestra Brasileira de Música Jamaicana,Cotidiano,21,208885,0.803,0.661,-10.578,140.018,afrobeat
Jackie Mittoo,Henry the Great,20,212493,0.937,0.5,-11.622,101.665,afrobeat
Los Amigos Invisibles,All Day Today,22,263320,0.75,0.932,-5.68,124.012,afrobeat
Calle 13,La Vuelta Al Mundo,70,234133,0.748,0.538,-9.943,124.974,afrobeat
Letta Mbulu,Nomalizo,51,311866,0.86,0.41,-13.625,98.269,afrobeat
